name,type,longitude,latitude,source_file,location_addresstype,location_boundingbox,location_class,location_display_name,location_importance,location_lat,location_licence,location_lon,location_name,location_osm_id,location_osm_type,location_place_id,location_place_rank,location_type,address_ISO3166-2-lvl4,address_aeroway,address_amenity,address_city_district,address_country,address_country_code,address_county,address_emergency,address_hamlet,address_historic,address_isolated_dwelling,address_locality,address_municipality,address_neighbourhood,address_postcode,address_residential,address_road,address_state,address_tourism,address_town,address_village
"Feature-Jiri to Tsho Rolpa (Line 1, Point 16)              ",MultiLineString,86.2474,27.6647,dataset/raw/Jiri to Tsho Rolpa.json,emergency,"['27.6669833', '27.6670833', '86.2489816', '86.2490816']",emergency,"Shyama, NH23, Jiri-02, Jiri, दोलखा, बागमती प्रदेश, 45503, नेपाल",5.000152590214416e-05,27.6670333,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2490316,Shyama,3513307036,node,223190703,30,landing_site,NP-P3,,,Jiri-02,नेपाल,np,दोलखा,Shyama,,,,,Jiri,,45503,,NH23,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 17)              ",MultiLineString,86.248,27.6663,dataset/raw/Jiri to Tsho Rolpa.json,emergency,"['27.6669833', '27.6670833', '86.2489816', '86.2490816']",emergency,"Shyama, NH23, Jiri-02, Jiri, दोलखा, बागमती प्रदेश, 45503, नेपाल",5.000152590214416e-05,27.6670333,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2490316,Shyama,3513307036,node,223190703,30,landing_site,NP-P3,,,Jiri-02,नेपाल,np,दोलखा,Shyama,,,,,Jiri,,45503,,NH23,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 18)              ",MultiLineString,86.2484,27.6689,dataset/raw/Jiri to Tsho Rolpa.json,amenity,"['27.6692036', '27.6693036', '86.2494131', '86.2495131']",amenity,"chautara, NH23, Jiri-02, Jiri, दोलखा, बागमती प्रदेश, 45503, नेपाल",5.000152590214416e-05,27.6692536,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2494631,chautara,6507400352,node,223854536,30,bench,NP-P3,,chautara,Jiri-02,नेपाल,np,दोलखा,,,,,,Jiri,,45503,,NH23,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 19)              ",MultiLineString,86.2529,27.6737,dataset/raw/Jiri to Tsho Rolpa.json,amenity,"['27.6734734', '27.6735734', '86.2525258', '86.2526258']",amenity,"chautara, NH23, Jiri-02, Jiri, दोलखा, बागमती प्रदेश, 45503, नेपाल",5.000152590214416e-05,27.6735234,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2525758,chautara,6507400263,node,222515251,30,bench,NP-P3,,chautara,Jiri-02,नेपाल,np,दोलखा,,,,,,Jiri,,45503,,NH23,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 20)              ",MultiLineString,86.2526,27.6844,dataset/raw/Jiri to Tsho Rolpa.json,amenity,"['27.6793853', '27.6794853', '86.2548238', '86.2549238']",amenity,"NH23, Jiri-02, Jiri, दोलखा, बागमती प्रदेश, 45503, नेपाल",5.000152590214416e-05,27.6794353,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2548738,,6511569347,node,224006741,30,place_of_worship,NP-P3,,,Jiri-02,नेपाल,np,दोलखा,,,,,,Jiri,,45503,,NH23,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 21)              ",MultiLineString,86.2544,27.6868,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 22)              ",MultiLineString,86.2555,27.6903,dataset/raw/Jiri to Tsho Rolpa.json,village,"['27.6553044', '27.6953044', '86.2673796', '86.3073796']",place,"Soktuma, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.14671666819256882,27.6753044,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2873796,Soktuma,3134727118,node,222616677,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,Soktuma
"Feature-Jiri to Tsho Rolpa (Line 1, Point 23)              ",MultiLineString,86.2572,27.6922,dataset/raw/Jiri to Tsho Rolpa.json,village,"['27.6553044', '27.6953044', '86.2673796', '86.3073796']",place,"Soktuma, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.14671666819256882,27.6753044,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2873796,Soktuma,3134727118,node,222616677,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,Soktuma
"Feature-Jiri to Tsho Rolpa (Line 1, Point 24)              ",MultiLineString,86.2582,27.6952,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 25)              ",MultiLineString,86.2596,27.6967,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 26)              ",MultiLineString,86.2623,27.697,dataset/raw/Jiri to Tsho Rolpa.json,village,"['27.6553044', '27.6953044', '86.2673796', '86.3073796']",place,"Soktuma, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.14671666819256882,27.6753044,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2873796,Soktuma,3134727118,node,222616677,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,Soktuma
"Feature-Jiri to Tsho Rolpa (Line 1, Point 27)              ",MultiLineString,86.2642,27.6976,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 28)              ",MultiLineString,86.2669,27.6978,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 29)              ",MultiLineString,86.2698,27.697,dataset/raw/Jiri to Tsho Rolpa.json,village,"['27.6553044', '27.6953044', '86.2673796', '86.3073796']",place,"Soktuma, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.14671666819256882,27.6753044,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2873796,Soktuma,3134727118,node,222616677,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,Soktuma
"Feature-Jiri to Tsho Rolpa (Line 1, Point 30)              ",MultiLineString,86.2745,27.698,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 31)              ",MultiLineString,86.2776,27.6989,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 32)              ",MultiLineString,86.28,27.6985,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 33)              ",MultiLineString,86.2867,27.7007,dataset/raw/Jiri to Tsho Rolpa.json,village,"['27.6553044', '27.6953044', '86.2673796', '86.3073796']",place,"Soktuma, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.14671666819256882,27.6753044,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2873796,Soktuma,3134727118,node,222616677,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,Soktuma
"Feature-Jiri to Tsho Rolpa (Line 1, Point 34)              ",MultiLineString,86.2917,27.7031,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 35)              ",MultiLineString,86.2934,27.7029,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 36)              ",MultiLineString,86.297,27.7034,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 37)              ",MultiLineString,86.3024,27.7065,dataset/raw/Jiri to Tsho Rolpa.json,village,"['27.6553044', '27.6953044', '86.2673796', '86.3073796']",place,"Soktuma, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.14671666819256882,27.6753044,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2873796,Soktuma,3134727118,node,222616677,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,Soktuma
"Feature-Jiri to Tsho Rolpa (Line 1, Point 38)              ",MultiLineString,86.306,27.7091,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 39)              ",MultiLineString,86.3105,27.711,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 40)              ",MultiLineString,86.3151,27.7106,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 41)              ",MultiLineString,86.3169,27.7129,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6839935', '27.7593228', '86.1803863', '86.3210353']",boundary,"Gaurishankar-05, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.72170835,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26742031709936,Gaurishankar-05,6744010,relation,223780335,18,administrative,NP-P3,,,Gaurishankar-05,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 42)              ",MultiLineString,86.3177,27.7133,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 43)              ",MultiLineString,86.3191,27.7148,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 44)              ",MultiLineString,86.322,27.7193,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 45)              ",MultiLineString,86.3241,27.7232,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 46)              ",MultiLineString,86.3249,27.7264,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 47)              ",MultiLineString,86.3254,27.7292,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.7181941', '27.7708651', '86.2170504', '86.3280780']",boundary,"Gaurishankar-06, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.74450645,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.26761000485484,Gaurishankar-06,6744009,relation,225972433,18,administrative,NP-P3,,,Gaurishankar-06,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 48)              ",MultiLineString,86.3303,27.7326,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.7312507', '27.8421456', '86.2495946', '86.4385459']",boundary,"Gaurishankar-07, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.786688150000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34984061325682,Gaurishankar-07,6744008,relation,224048312,18,administrative,NP-P3,,,Gaurishankar-07,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 49)              ",MultiLineString,86.3348,27.7342,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.7312507', '27.8421456', '86.2495946', '86.4385459']",boundary,"Gaurishankar-07, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.786688150000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34984061325682,Gaurishankar-07,6744008,relation,224048312,18,administrative,NP-P3,,,Gaurishankar-07,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 50)              ",MultiLineString,86.3377,27.7344,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.7312507', '27.8421456', '86.2495946', '86.4385459']",boundary,"Gaurishankar-07, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.786688150000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34984061325682,Gaurishankar-07,6744008,relation,224048312,18,administrative,NP-P3,,,Gaurishankar-07,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 51)              ",MultiLineString,86.3418,27.7344,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 52)              ",MultiLineString,86.3461,27.7343,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 53)              ",MultiLineString,86.3509,27.733,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 54)              ",MultiLineString,86.3526,27.7336,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 55)              ",MultiLineString,86.3531,27.7351,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 56)              ",MultiLineString,86.3549,27.7363,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 57)              ",MultiLineString,86.3583,27.7385,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 58)              ",MultiLineString,86.3614,27.7384,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 59)              ",MultiLineString,86.3633,27.7376,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 60)              ",MultiLineString,86.3659,27.7416,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
"Feature-Jiri to Tsho Rolpa (Line 1, Point 61)              ",MultiLineString,86.3665,27.7441,dataset/raw/Jiri to Tsho Rolpa.json,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295']",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल",0.16005000152590218,27.70398475,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.34212879662388,Jiri-01,16116808,relation,224131028,18,administrative,NP-P3,,,Jiri-01,नेपाल,np,दोलखा,,,,,,Jiri,,,,,बागमती प्रदेश,,,
